timestamps,response,length,service
12.42100000000002,4,4,1
12.441100000000006,4,3,1
12.481000000000023,4,3,1
12.521100000000018,4,4,1
12.600999999999999,4,3,1
12.621350000000007,4,4,1
12.641050000000007,4,3,1
12.680900000000008,4,3,1
12.720950000000016,4,4,1
12.800900000000013,4,3,1
12.821300000000008,4,4,1
12.841050000000024,4,3,1
12.880900000000025,4,3,1
12.92100000000002,4,4,1
13.001100000000008,4,3,1
13.021050000000002,4,4,1
13.040900000000022,4,3,1
13.08110000000002,4,3,1
13.121550000000013,4,4,1
13.162150000000025,4,3,1
13.20105000000001,4,3,1
13.22120000000001,4,4,1
13.24120000000002,4,3,1
13.280950000000018,4,3,1
13.321300000000008,4,4,1
13.400950000000023,4,3,1
13.421100000000024,4,4,1
13.436900000000009,4,3,1
13.480950000000007,4,3,1
13.521250000000009,4,4,1
13.601050000000015,4,3,1
13.621050000000025,4,4,1
13.640950000000004,4,3,1
13.680950000000024,4,3,1
13.72105000000002,4,4,1
13.801150000000007,4,3,1
13.821200000000005,4,4,1
13.841050000000024,4,3,1
13.88115000000002,4,3,1
13.921400000000006,4,4,1
14.001000000000005,4,3,1
14.021150000000006,4,4,1
14.041000000000025,4,3,1
14.081000000000017,4,3,1
14.1216,4,4,1
14.161100000000005,4,3,1
14.201150000000013,4,3,1
14.221150000000023,4,4,1
14.241000000000014,4,3,1
14.281050000000022,4,3,1
14.321150000000017,4,4,1
14.401100000000014,4,3,1
14.421550000000025,4,4,1
14.44120000000001,4,3,1
14.481099999999998,4,3,1
14.521150000000006,4,4,1
14.601050000000015,4,3,1
14.622300000000024,4,4,1
14.64115000000001,4,3,1
14.681300000000022,4,3,1
14.72120000000001,4,4,1
14.797000000000025,4,3,1
14.821200000000005,4,4,1
14.841050000000024,4,3,1
14.881050000000016,4,3,1
14.921450000000021,4,4,1
15.00105000000002,4,3,1
15.021200000000022,4,4,1
15.041200000000003,4,3,1
15.081150000000008,4,3,1
15.121350000000007,4,4,1
15.161850000000015,4,3,1
15.2012,4,3,1
15.221800000000002,4,4,1
15.24120000000002,4,3,1
15.28110000000001,4,3,1
15.321300000000008,4,4,1
15.401100000000014,4,3,1
15.421250000000015,4,4,1
15.44135,4,3,1
15.477300000000014,4,3,1
15.5214,4,4,1
15.601350000000025,4,3,1
15.621250000000003,4,4,1
15.641250000000014,4,3,1
15.682299999999998,4,3,1
15.721400000000017,4,4,1
15.801150000000007,4,3,1
15.821300000000008,4,4,1
15.841100000000012,4,3,1
15.88130000000001,4,3,1
15.921199999999999,4,4,1
16.00125,4,3,1
16.021600000000007,4,4,1
16.04140000000001,4,3,1
16.081200000000024,4,3,1
16.121350000000007,4,4,1
16.16115000000002,4,3,1
16.201250000000016,4,3,1
16.22165000000001,4,4,1
16.2414,4,3,1
16.277300000000025,4,3,1
16.32125000000002,4,4,1
16.402500000000003,4,3,1
16.421400000000006,4,4,1
16.44115000000002,4,3,1
16.481300000000005,4,3,1
16.521650000000022,4,4,1
16.601200000000006,4,3,1
16.621400000000023,4,4,1
16.64115000000001,4,3,1
16.68120000000002,4,3,1
16.72135,4,4,1
16.80125000000001,4,3,1
16.822450000000003,4,4,1
16.841250000000002,4,3,1
16.881200000000007,4,3,1
16.921400000000006,4,4,1
17.00120000000001,4,3,1
17.021300000000025,4,4,1
17.041300000000007,4,3,1
17.0813,4,3,1
17.121800000000007,4,4,1
17.161500000000018,4,3,1
17.201250000000016,4,3,1
17.221450000000004,4,4,1
17.241250000000008,4,3,1
17.281350000000003,4,3,1
17.317200000000014,4,4,1
17.401350000000008,4,3,1
17.42145000000002,4,4,1
17.441550000000007,4,3,1
17.481450000000024,4,3,1
17.5214,4,4,1
17.601350000000025,4,3,1
17.62175000000002,4,4,1
17.64145000000002,4,3,1
17.681400000000025,4,3,1
17.721450000000004,4,4,1
17.801350000000014,4,3,1
17.821500000000015,4,4,1
17.841350000000006,4,3,1
17.881349999999998,4,3,1
17.91720000000001,4,4,1
18.001350000000002,4,3,1
18.021500000000003,4,4,1
18.04125000000002,4,3,1
18.081500000000005,4,3,1
18.121650000000017,4,4,1
18.162450000000007,4,3,1
18.201300000000003,4,3,1
18.221550000000008,4,4,1
18.2414,4,3,1
18.281300000000016,4,3,1
18.321500000000015,4,4,1
18.40130000000002,4,3,1
18.421750000000003,4,4,1
18.43685000000002,4,3,1
18.481300000000005,4,3,1
18.52155000000002,4,4,1
18.60130000000001,4,3,1
18.6216,4,4,1
18.641400000000004,4,3,1
18.681400000000025,4,3,1
18.72165000000001,4,4,1
18.80155000000002,4,3,1
18.821600000000018,4,4,1
18.84145000000001,4,3,1
18.88130000000001,4,3,1
18.91730000000001,4,4,1
19.001600000000025,4,3,1
19.021500000000003,4,4,1
19.041450000000026,4,3,1
19.081400000000002,4,3,1
19.1216,4,4,1
19.16135,4,3,1
19.201450000000023,4,3,1
19.2217,4,4,1
19.24135000000001,4,3,1
19.281350000000003,4,3,1
19.321600000000018,4,4,1
19.402600000000007,4,3,1
19.421550000000025,4,4,1
19.44135,4,3,1
19.481400000000008,4,3,1
19.52155000000002,4,4,1
19.601650000000006,4,3,1
19.62145000000001,4,4,1
19.64145000000002,4,3,1
19.68135000000001,4,3,1
19.72135,4,4,1
19.8014,4,3,1
19.82145,4,4,1
19.84220000000002,4,3,1
19.881349999999998,4,3,1
19.92145000000002,4,4,1
20.001400000000018,4,3,1
20.02170000000001,4,4,1
20.04140000000001,4,3,1
20.081400000000002,4,3,1
20.121650000000017,4,4,1
20.161750000000012,4,3,1
20.201700000000017,4,3,1
20.22150000000002,4,4,1
20.237400000000008,4,3,1
20.281450000000007,4,3,1
20.321600000000018,4,4,1
20.4015,4,3,1
20.42150000000001,4,4,1
20.441450000000003,4,3,1
20.481450000000024,4,3,1
20.521500000000003,4,4,1
20.601550000000003,4,3,1
20.6216,4,4,1
20.64145000000002,4,3,1
20.681450000000012,4,3,1
20.72150000000002,4,4,1
20.80155000000002,4,3,1
20.82170000000002,4,4,1
20.841500000000025,4,3,1
20.881500000000017,4,3,1
20.921700000000016,4,4,1
21.001650000000012,4,3,1
21.02155000000002,4,4,1
21.04155,4,3,1
21.08155000000002,4,3,1
21.121700000000004,4,4,1
21.161700000000025,4,3,1
21.201700000000017,4,3,1
21.221600000000024,4,4,1
21.24170000000001,4,3,1
21.281600000000026,4,3,1
21.321600000000018,4,4,1
21.401600000000002,4,3,1
21.421700000000016,4,4,1
21.441600000000022,4,3,1
21.481600000000014,4,3,1
21.522800000000018,4,4,1
21.60160000000002,4,3,1
21.6216,4,4,1
21.641700000000014,4,3,1
21.681600000000003,4,3,1
21.72150000000002,4,4,1
21.801500000000004,4,3,1
21.821550000000002,4,4,1
21.84265000000002,4,3,1
21.881500000000017,4,3,1
21.921700000000016,4,4,1
22.00150000000002,4,3,1
22.021600000000007,4,4,1
22.04155,4,3,1
22.08155000000002,4,3,1
22.121800000000007,4,4,1
22.161700000000025,4,3,1
22.201550000000026,4,3,1
22.221550000000008,4,4,1
22.241550000000018,4,3,1
22.28155000000001,4,3,1
22.321650000000005,4,4,1
22.401550000000015,4,3,1
22.421550000000025,4,4,1
22.441850000000017,4,3,1
22.48155,4,3,1
22.52155000000002,4,4,1
22.60160000000002,4,3,1
22.62175000000002,4,4,1
22.64165,4,3,1
22.681550000000016,4,3,1
22.72165000000001,4,4,1
22.80170000000001,4,3,1
22.82170000000002,4,4,1
22.841950000000026,4,3,1
22.88160000000002,4,3,1
22.921600000000012,4,4,1
23.001600000000025,4,3,1
23.021800000000013,4,4,1
23.041600000000017,4,3,1
23.08160000000001,4,3,1
23.121700000000004,4,4,1
23.16160000000002,4,3,1
23.19765000000001,4,3,1
23.2217,4,4,1
23.24170000000001,4,3,1
23.281650000000013,4,3,1
23.32170000000002,4,4,1
23.401650000000018,4,3,1
23.41765000000001,4,4,1
23.44165000000001,4,3,1
23.481650000000002,4,3,1
23.521800000000013,4,4,1
23.60160000000002,4,3,1
23.621850000000023,4,4,1
23.64165,4,3,1
23.68165000000002,4,3,1
23.72165000000001,4,4,1
23.801650000000024,4,3,1
23.82175000000001,4,4,1
23.84190000000001,4,3,1
23.881850000000014,4,3,1
23.92165,4,4,1
24.001800000000003,4,3,1
24.021900000000016,4,4,1
24.04170000000002,4,3,1
24.081650000000025,4,3,1
24.121800000000007,4,4,1
24.161700000000025,4,3,1
24.201700000000017,4,3,1
24.2218,4,4,1
24.24170000000001,4,3,1
24.2817,4,3,1
24.32170000000002,4,4,1
24.401700000000005,4,3,1
24.41730000000001,4,4,1
24.441700000000026,4,3,1
24.48180000000002,4,3,1
24.52170000000001,4,4,1
24.601700000000022,4,3,1
24.622000000000014,4,4,1
24.641700000000014,4,3,1
24.682000000000016,4,3,1
24.72200000000001,4,4,1
24.80170000000001,4,3,1
24.821800000000025,4,4,1
24.84190000000001,4,3,1
24.881700000000023,4,3,1
24.92180000000002,4,4,1
25.0017,4,3,1
25.02185,4,4,1
25.041750000000008,4,3,1
25.08190000000002,4,3,1
25.122150000000005,4,4,1
25.161750000000012,4,3,1
25.20180000000002,4,3,1
25.221750000000014,4,4,1
25.241800000000012,4,3,1
25.281750000000017,4,3,1
25.321850000000012,4,4,1
25.40180000000001,4,3,1
25.42195000000001,4,4,1
25.441750000000013,4,3,1
25.48185000000001,4,3,1
25.521800000000013,4,4,1
25.60175000000001,4,3,1
25.621800000000007,4,4,1
25.641800000000018,4,3,1
25.681750000000022,4,3,1
25.7218,4,4,1
25.801800000000014,4,3,1
25.8219,4,4,1
25.84190000000001,4,3,1
25.882150000000024,4,3,1
25.92180000000002,4,4,1
26.001800000000003,4,3,1
26.02215000000001,4,4,1
26.041800000000023,4,3,1
26.081800000000015,4,3,1
26.122000000000014,4,4,1
26.161850000000015,4,3,1
26.201850000000007,4,3,1
26.221850000000018,4,4,1
26.24260000000001,4,3,1
26.281800000000004,4,3,1
26.3219,4,4,1
26.40180000000001,4,3,1
26.422000000000025,4,4,1
26.441850000000017,4,3,1
26.48185000000001,4,3,1
26.52185,4,4,1
26.60220000000001,4,3,1
26.62190000000001,4,4,1
26.641850000000005,4,3,1
26.681850000000026,4,3,1
26.72195000000002,4,4,1
26.80185,4,3,1
26.821850000000012,4,4,1
26.841850000000022,4,3,1
26.881850000000014,4,3,1
26.92195000000001,4,4,1
27.00185000000002,4,3,1
27.021950000000004,4,4,1
27.04185000000001,4,3,1
27.081850000000003,4,3,1
27.12190000000001,4,4,1
27.161900000000003,4,3,1
27.201900000000023,4,3,1
27.222250000000003,4,4,1
27.24200000000002,4,3,1
27.281900000000007,4,3,1
27.3219,4,4,1
27.397500000000008,4,3,1
27.422000000000025,4,4,1
27.441900000000004,4,3,1
27.481900000000024,4,3,1
27.52200000000002,4,4,1
27.6019,4,3,1
27.62190000000001,4,4,1
27.64195000000001,4,3,1
27.681900000000013,4,3,1
27.721900000000005,4,4,1
27.801950000000005,4,3,1
27.8219,4,4,1
27.84190000000001,4,3,1
27.882000000000005,4,3,1
27.92195000000001,4,4,1
28.001950000000022,4,3,1
28.022100000000023,4,4,1
28.041950000000014,4,3,1
28.081950000000006,4,3,1
28.12195,4,4,1
28.162000000000006,4,3,1
28.201999999999998,4,3,1
28.222050000000024,4,4,1
28.242050000000006,4,3,1
28.281950000000023,4,3,1
28.322150000000022,4,4,1
28.40195,4,3,1
28.4221,4,4,1
28.442000000000007,4,3,1
28.482200000000006,4,3,1
28.522200000000026,4,4,1
28.602000000000004,4,3,1
28.62220000000002,4,4,1
28.6421,4,3,1
28.682000000000016,4,3,1
28.72200000000001,4,4,1
28.80200000000002,4,3,1
28.822100000000006,4,4,1
28.84235000000001,4,3,1
28.882000000000005,4,3,1
28.922000000000025,4,4,1
29.00200000000001,4,3,1
29.02200000000002,4,4,1
29.042100000000005,4,3,1
29.082000000000022,4,3,1
29.12205,4,4,1
29.162050000000022,4,3,1
29.202050000000014,4,3,1
29.22215,4,4,1
29.242050000000006,4,3,1
29.282050000000027,4,3,1
29.322150000000022,4,4,1
29.402050000000003,4,3,1
29.422300000000007,4,4,1
29.442050000000023,4,3,1
29.482050000000015,4,3,1
29.522350000000017,4,4,1
29.60205000000002,4,3,1
29.622150000000005,4,4,1
29.642050000000012,4,3,1
29.682050000000004,4,3,1
29.72215,4,4,1
29.80205000000001,4,3,1
29.822100000000006,4,4,1
29.84205,4,3,1
29.88205000000002,4,3,1
29.922200000000004,4,4,1
30.002050000000025,4,3,1
30.022350000000017,4,4,1
50.84360000000001,4,3,1
50.8836,4,3,1
50.92365000000001,4,4,1
50.999300000000005,4,3,1
51.02385000000001,4,4,1
51.043600000000026,4,3,1
51.07925,4,3,1
51.123700000000014,4,4,1
51.16365000000002,4,3,1
51.20365000000001,4,3,1
51.22370000000001,4,4,1
51.24370000000002,4,3,1
51.28360000000001,4,3,1
51.32360000000003,4,4,1
51.40380000000002,4,3,1
51.42375000000001,4,4,1
51.44365000000002,4,3,1
51.48365000000001,4,3,1
51.52385000000001,4,4,1
51.603650000000016,4,3,1
51.623700000000014,4,4,1
51.64365000000001,4,3,1
51.683550000000025,4,3,1
51.72370000000001,4,4,1
51.80355,4,3,1
51.82355000000001,4,4,1
51.84355000000002,4,3,1
51.883700000000005,4,3,1
51.923700000000025,4,4,1
52.003750000000025,4,3,1
52.02370000000002,4,4,1
52.04355000000001,4,3,1
52.08360000000002,4,3,1
52.12375,4,4,1
52.1636,4,3,1
52.20360000000002,4,3,1
52.22400000000002,4,4,1
52.243600000000015,4,3,1
52.28370000000001,4,3,1
52.323800000000006,4,4,1
52.40360000000001,4,3,1
52.423700000000025,4,4,1
52.44365000000002,4,3,1
52.483600000000024,4,3,1
52.524,4,4,1
52.6045,4,3,1
52.62395000000001,4,4,1
52.64375000000001,4,3,1
52.68360000000001,4,3,1
52.72380000000001,4,4,1
52.803650000000005,4,3,1
52.82390000000001,4,4,1
52.843650000000025,4,3,1
52.88365000000002,4,3,1
52.92395000000002,4,4,1
53.00365000000002,4,3,1
53.023900000000026,4,4,1
53.043650000000014,4,3,1
53.083950000000016,4,3,1
53.123700000000014,4,4,1
53.163700000000006,4,3,1
53.203700000000026,4,3,1
53.21980000000002,4,4,1
53.244,4,3,1
53.28385,4,3,1
53.32385000000002,4,4,1
53.403700000000015,4,3,1
53.4239,4,4,1
53.44370000000001,4,3,1
53.48370000000003,4,3,1
53.523900000000026,4,4,1
53.6037,4,3,1
53.623850000000004,4,4,1
53.643700000000024,4,3,1
53.683700000000016,4,3,1
53.723900000000015,4,4,1
53.803800000000024,4,3,1
53.823950000000025,4,4,1
53.84375,4,3,1
53.88380000000001,4,3,1
53.9239,4,4,1
54.00385,4,3,1
54.02395000000001,4,4,1
54.04450000000003,4,3,1
54.083800000000025,4,3,1
54.12390000000002,4,4,1
54.163850000000025,4,3,1
54.203750000000014,4,3,1
54.22395,4,4,1
54.24395000000001,4,3,1
54.28385,4,3,1
54.323950000000025,4,4,1
54.403850000000006,4,3,1
54.42395000000002,4,4,1
54.44375000000002,4,3,1
54.483750000000015,4,3,1
54.52385000000001,4,4,1
54.60375000000002,4,3,1
54.624000000000024,4,4,1
54.6439,4,3,1
54.68385000000001,4,3,1
54.72385000000003,4,4,1
54.80375000000001,4,3,1
54.82400000000001,4,4,1
54.84375,4,3,1
54.88380000000001,4,3,1
54.9238,4,4,1
55.00380000000001,4,3,1
55.02405000000002,4,4,1
55.043800000000005,4,3,1
55.084,4,3,1
55.124000000000024,4,4,1
55.16410000000002,4,3,1
55.2038,4,3,1
55.22410000000002,4,4,1
55.244050000000016,4,3,1
55.283800000000014,4,3,1
55.32415,4,4,1
55.405100000000004,4,3,1
55.424150000000026,4,4,1
55.443850000000026,4,3,1
55.48395000000002,4,3,1
55.524,4,4,1
55.60385000000002,4,3,1
55.62410000000003,4,4,1
55.643850000000015,4,3,1
55.68385000000001,4,3,1
55.72385000000003,4,4,1
55.80385000000001,4,3,1
55.824100000000016,4,4,1
55.84385,4,3,1
55.883850000000024,4,3,1
55.923850000000016,4,4,1
56.00385,4,3,1
56.024100000000004,4,4,1
56.04420000000002,4,3,1
56.08385000000001,4,3,1
56.1242,4,4,1
56.163850000000025,4,3,1
56.203900000000004,4,3,1
56.22415000000001,4,4,1
56.243900000000025,4,3,1
56.28385,4,3,1
56.32390000000001,4,4,1
56.40390000000002,4,3,1
56.42395000000002,4,4,1
56.44390000000001,4,3,1
56.483900000000006,4,3,1
56.523900000000026,4,4,1
56.60390000000001,4,3,1
56.624150000000014,4,4,1
56.64405000000002,4,3,1
56.68390000000002,4,3,1
56.72400000000002,4,4,1
56.80390000000003,4,3,1
56.824850000000026,4,4,1
56.84390000000002,4,3,1
56.88390000000001,4,3,1
56.9239,4,4,1
57.003900000000016,4,3,1
57.02430000000001,4,4,1
57.04405000000003,4,3,1
57.08390000000003,4,3,1
57.12410000000003,4,4,1
57.16425000000001,4,3,1
57.20395000000002,4,3,1
57.22415000000001,4,4,1
57.24395000000001,4,3,1
57.283950000000004,4,3,1
57.32405000000003,4,4,1
57.40395000000001,4,3,1
57.424150000000026,4,4,1
57.44395,4,3,1
57.48395000000002,4,3,1
57.52420000000001,4,4,1
57.604150000000004,4,3,1
57.624300000000005,4,4,1
57.64405000000002,4,3,1
57.6841,4,3,1
57.724200000000025,4,4,1
57.804,4,3,1
57.82405000000003,4,4,1
57.84400000000002,4,3,1
57.88405,4,3,1
57.92430000000002,4,4,1
58.00400000000002,4,3,1
58.02405000000002,4,4,1
58.043950000000024,4,3,1
58.084250000000026,4,3,1
58.124150000000014,4,4,1
58.16405,4,3,1
58.20525000000001,4,3,1
58.22425000000001,4,4,1
58.24400000000003,4,3,1
58.28400000000002,4,3,1
58.32405000000003,4,4,1
58.404150000000016,4,3,1
58.42425,4,4,1
58.44400000000002,4,3,1
58.484050000000025,4,3,1
58.52405000000002,4,4,1
58.60405,4,3,1
58.62425000000002,4,4,1
58.64405000000002,4,3,1
58.68405000000001,4,3,1
58.72430000000003,4,4,1
58.80420000000001,4,3,1
58.824100000000016,4,4,1
58.84405000000001,4,3,1
58.88405,4,3,1
58.92430000000002,4,4,1
59.00415000000001,4,3,1
59.024400000000014,4,4,1
59.04405000000003,4,3,1
59.08405000000002,4,3,1
59.12410000000003,4,4,1
59.16420000000002,4,3,1
59.20410000000001,4,3,1
59.224350000000015,4,4,1
59.2441,4,3,1
59.284100000000024,4,3,1
59.32420000000002,4,4,1
59.40410000000003,4,3,1
59.42410000000001,4,4,1
59.44410000000002,4,3,1
59.48410000000001,4,3,1
59.524400000000014,4,4,1
59.60410000000002,4,3,1
59.62435000000002,4,4,1
59.644300000000015,4,3,1
